series,c1,c2,T,split,name1,name2,fp_unifac_do,fp_cosmosac2010,fp_cosmosac_dsp,fp_Z0,fp_Z1,fp_Z0e,fp_Z0s,fp_Z0x,fp_hanna
j.fluid.2009.12.002.xml#3#T#333.2,CTQNGGLPUBDAKN-UHFFFAOYSA-N,ATHHXGZTWNVVOU-UHFFFAOYSA-N,333.15,train,"1,2-dimethylbenzene",N-methylmethanamide,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
j.fluid.2009.12.002.xml#7#T#333.2,IVSZLXZYQVIEFR-UHFFFAOYSA-N,ATHHXGZTWNVVOU-UHFFFAOYSA-N,333.15,train,"1,3-dimethylbenzene",N-methylmethanamide,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
j.fluid.2009.12.002.xml#11#T#333.2,URLKBWYHVLBVBO-UHFFFAOYSA-N,ATHHXGZTWNVVOU-UHFFFAOYSA-N,333.15,test_one,"1,4-dimethylbenzene",N-methylmethanamide,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
j.fluid.2009.09.024.xml#0#T#333.2,UHOVQNZJYSORNB-UHFFFAOYSA-N,BKIMMITUMNQMOS-UHFFFAOYSA-N,333.15,test_one,benzene,nonane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2009.03.012.xml#11#T#333.2,YXFVVABEGXRONW-UHFFFAOYSA-N,ATHHXGZTWNVVOU-UHFFFAOYSA-N,333.15,train,toluene,N-methylmethanamide,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je0342522.xml#4#T#333.2,LYCAIKOWRPUZTN-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,333.15,train,"1,2-ethanediol",water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2007.06.010.xml#7#T#333.2,YTPLMLYBLZKORZ-UHFFFAOYSA-N,NUMQCACRALPSHD-UHFFFAOYSA-N,333.15,test_one,thiophene,tert-butyl ethyl ether,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je100517z.xml#30#T#333.2,CTQNGGLPUBDAKN-UHFFFAOYSA-N,YXFVVABEGXRONW-UHFFFAOYSA-N,333.15,train,"1,2-dimethylbenzene",toluene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je100517z.xml#33#T#333.2,IVSZLXZYQVIEFR-UHFFFAOYSA-N,HXJUTPCZVOIRIF-UHFFFAOYSA-N,333.15,test_one,"1,3-dimethylbenzene",sulfolane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2011.05.011.xml#1#T#333.2,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,NHTMVDHEPJAVLT-UHFFFAOYSA-N,333.15,test_one,2-methyl-1-propanol,"2,2,4-trimethylpentane",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je100517z.xml#36#T#333.2,CTQNGGLPUBDAKN-UHFFFAOYSA-N,HXJUTPCZVOIRIF-UHFFFAOYSA-N,333.15,test_one,"1,2-dimethylbenzene",sulfolane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2011.05.011.xml#9#T#333.2,NTIZESTWPVYFNL-UHFFFAOYSA-N,NHTMVDHEPJAVLT-UHFFFAOYSA-N,333.15,train,4-methyl-2-pentanone,"2,2,4-trimethylpentane",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2011.05.011.xml#5#T#333.2,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,NTIZESTWPVYFNL-UHFFFAOYSA-N,333.15,test_one,2-methyl-1-propanol,4-methyl-2-pentanone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je050317k.xml#18#T#333.2,WEVYAHXRMPXWCK-UHFFFAOYSA-N,JMMWKPVZQRWMSS-UHFFFAOYSA-N,333.15,train,acetonitrile,isopropyl ethanoate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je050317k.xml#17#T#333.2,OSDWBNJEKMUWAV-UHFFFAOYSA-N,PYGSKMBEVAICCR-UHFFFAOYSA-N,333.15,test_one,3-chloro-1-propene,"1,5-hexadiene",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2005.05.003.xml#9#T#333.2,PAFZNILMFXTMIY-UHFFFAOYSA-N,TVMXDCGIABBOFY-UHFFFAOYSA-N,333.15,train,cyclohexylamine,octane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2005.05.003.xml#7#T#333.2,PAFZNILMFXTMIY-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,333.15,train,cyclohexylamine,water,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
j.fluid.2005.05.003.xml#5#T#333.2,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,PAFZNILMFXTMIY-UHFFFAOYSA-N,333.15,test_one,aniline,cyclohexylamine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2006.12.015.xml#10#T#333.2,LJSQFQKUNVCTIA-UHFFFAOYSA-N,NUMQCACRALPSHD-UHFFFAOYSA-N,333.15,test_both,3-thiapentane,tert-butyl ethyl ether,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2007.11.002.xml#19#T#333.2,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,RYHBNJHYFVUHQT-UHFFFAOYSA-N,333.15,test_one,2-methyl-1-propanol,"1,4-dioxane",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je050537y.xml#2#T#333.2,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,LZCLXQDLBQLTDK-BYPYZUCNSA-N,333.25,test_one,ethanol,ethyl lactate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je0342421.xml#5#T#333.3,KFZMGEQAYNKOFK-UHFFFAOYSA-N,NUMQCACRALPSHD-UHFFFAOYSA-N,333.3,test_one,2-propanol,tert-butyl ethyl ether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je0342421.xml#7#T#333.3,XEKOWRVHYACXOJ-UHFFFAOYSA-N,NUMQCACRALPSHD-UHFFFAOYSA-N,333.3,test_one,ethyl ethanoate,tert-butyl ethyl ether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2005.05.002.xml#4#T#337.4,OKKJLVBELUTLKV-UHFFFAOYSA-N,IEJIGPNLZYLLBP-UHFFFAOYSA-N,337.35,train,methanol,dimethyl carbonate,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2013.10.029.xml#5#T#338.2,KAESVJOAVNADME-UHFFFAOYSA-N,XDTMQSROBMDMFD-UHFFFAOYSA-N,338.15,train,pyrrole,cyclohexane,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
j.fluid.2013.10.029.xml#3#T#338.2,UHOVQNZJYSORNB-UHFFFAOYSA-N,KAESVJOAVNADME-UHFFFAOYSA-N,338.15,train,benzene,pyrrole,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je030222n.xml#4#T#338.2,LRHPLDYGYMQRHN-UHFFFAOYSA-N,BKIMMITUMNQMOS-UHFFFAOYSA-N,338.15,test_one,1-butanol,nonane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2009.01.016.xml#4#T#340.0,PJGSXYOJTGTZAV-UHFFFAOYSA-N,BZLVMXJERCGZMT-UHFFFAOYSA-N,340.0,train,"3,3-dimethyl-2-butanone","1,1-dimethylethyl methyl ether",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2011.08.009.xml#7#T#342.8,BDERNNFJNOPAEC-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,342.8,test_one,1-propanol,dodecane,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
je101304x.xml#6#T#343.1,OKKJLVBELUTLKV-UHFFFAOYSA-N,OWWIWYDDISJUMY-UHFFFAOYSA-N,343.06,train,methanol,"2,3-dimethyl-1-butene",0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
je301238f.xml#17#T#343.1,WEVYAHXRMPXWCK-UHFFFAOYSA-N,KFRVYYGHSPLXSZ-UHFFFAOYSA-N,343.09,train,acetonitrile,"1,1-dimethylpropyl ethyl ether",0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
j.fluid.2015.10.041.xml#3#T#343.1,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,LJSQFQKUNVCTIA-UHFFFAOYSA-N,343.13,test_one,ethanol,diethyl sulfide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je4004417.xml#6#T#343.2,VLKZOEOYAKHREP-UHFFFAOYSA-N,LCEDQNDDFOCWGG-UHFFFAOYSA-N,343.15,train,n-hexane,4-formylmorpholine,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
j.fluid.2010.02.030.xml#3#T#343.2,GDOPTJXRTPNYNR-UHFFFAOYSA-N,WQAQPCDUOCURKW-UHFFFAOYSA-N,343.15,train,methylcyclopentane,1-butanethiol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je4004417.xml#7#T#343.2,IMNFDUFMRHMDMM-UHFFFAOYSA-N,LCEDQNDDFOCWGG-UHFFFAOYSA-N,343.15,train,n-heptane,4-formylmorpholine,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
je500092v.xml#10#T#343.2,SECXISVLQFMRJM-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,343.15,train,N-methyl-2-pyrrolidone,water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2007.06.010.xml#5#T#343.2,YTPLMLYBLZKORZ-UHFFFAOYSA-N,NHTMVDHEPJAVLT-UHFFFAOYSA-N,343.15,train,thiophene,"2,2,4-trimethylpentane",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je200039y.xml#15#T#343.2,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,WQOXQRCZOLPYPM-UHFFFAOYSA-N,343.15,train,ethanol,"2,3-dithiabutane",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je200039y.xml#17#T#343.2,WQOXQRCZOLPYPM-UHFFFAOYSA-N,NUMQCACRALPSHD-UHFFFAOYSA-N,343.15,test_one,"2,3-dithiabutane",tert-butyl ethyl ether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2006.12.015.xml#7#T#343.2,XDTMQSROBMDMFD-UHFFFAOYSA-N,LJSQFQKUNVCTIA-UHFFFAOYSA-N,343.15,test_one,cyclohexane,3-thiapentane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2011.07.014.xml#1#T#343.2,OKKJLVBELUTLKV-UHFFFAOYSA-N,WGLLSSPDPJPLOR-UHFFFAOYSA-N,343.15,train,methanol,"2,3-dimethyl-2-butene",0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
j.fluid.2016.12.025.xml#8#T#343.2,LRHPLDYGYMQRHN-UHFFFAOYSA-N,PHTQWCKDNZKARW-UHFFFAOYSA-N,343.2,train,1-butanol,3-methyl-1-butanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2016.12.025.xml#18#T#343.2,PHTQWCKDNZKARW-UHFFFAOYSA-N,DKPFZGUDAPQIHT-UHFFFAOYSA-N,343.2,train,3-methyl-1-butanol,butyl acetate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2014.03.033.xml#16#T#345.6,MSXVEPNJUHWQHW-UHFFFAOYSA-N,HYBBIBNJHNGZAN-UHFFFAOYSA-N,345.61,test_one,tert-amyl alcohol,furfural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2014.03.033.xml#10#T#345.7,BTANRVKWQNVYAZ-BYPYZUCNSA-N,HYBBIBNJHNGZAN-UHFFFAOYSA-N,345.695,test_one,2-butanol,furfural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2014.03.033.xml#4#T#345.8,HYBBIBNJHNGZAN-UHFFFAOYSA-N,NTIZESTWPVYFNL-UHFFFAOYSA-N,345.79,test_one,furfural,methyl isobutyl ketone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2012.05.016.xml#9#T#348.2,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,YKYONYBAUNKHLG-UHFFFAOYSA-N,348.15,train,ethanol,propyl ethanoate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je3004194.xml#12#T#348.2,BDERNNFJNOPAEC-UHFFFAOYSA-N,KAESVJOAVNADME-UHFFFAOYSA-N,348.2,train,propan-1-ol,azole,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je049816w.xml#7#T#348.3,DHKHKXVYLBGOIT-UHFFFAOYSA-N,XEKOWRVHYACXOJ-UHFFFAOYSA-N,348.3,test_one,"1,1-diethoxyethane",ethyl ethanoate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acs.jced.5b00724.xml#12#T#350.2,GAEKPEKOJKCEMS-BYPYZUCNSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,350.19,train,.gamma.-valerolactone,water,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
j.fluid.2013.06.044.xml#7#T#350.4,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,QMMFVYPAHWMCMS-UHFFFAOYSA-N,350.39,train,ethanol,dimethyl sulfide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2005.06.017.xml#8#T#353.2,SECXISVLQFMRJM-UHFFFAOYSA-N,HVZJRWJGKQPSFL-UHFFFAOYSA-N,353.15,train,N-methyl-2-pyrrolidone,tert-amyl methyl ether,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2014.07.025.xml#8#T#353.2,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,FERIUCNNQQJTOY-UHFFFAOYSA-N,353.15,test_both,2-methyl-1-propanol,butyric acid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.jct.2006.01.010.xml#10#T#353.2,QPFMBZIOSGYJDE-UHFFFAOYSA-N,JHIVVAPYMSGYDF-UHFFFAOYSA-N,353.15,test_one,"1,1,2,2-tetrachloroethane",cyclohexanone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je025566c.xml#4#T#353.2,WAPNOHKVXSQRPX-UHFFFAOYSA-N,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,353.15,train,1-phenylethanol,phenol,0.0,0.0,0.0,0.0,0.0,,,,0.0
j.fluid.2005.06.017.xml#5#T#353.2,POLCUAVZOMRGSN-UHFFFAOYSA-N,SECXISVLQFMRJM-UHFFFAOYSA-N,353.15,train,dipropyl ether,N-methyl-2-pyrrolidone,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2012.11.026.xml#5#T#353.2,OIFBSDVPJOWBCH-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,353.15,train,diethyl carbonate,water,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
j.fluid.2013.10.029.xml#1#T#353.2,KAESVJOAVNADME-UHFFFAOYSA-N,JUJWROOIHBZHMG-UHFFFAOYSA-N,353.15,train,pyrrole,pyridine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je700027n.xml#4#T#353.2,OKKJLVBELUTLKV-UHFFFAOYSA-N,UDSFAEKRVUSQDD-UHFFFAOYSA-N,353.15,train,methanol,dimethyl adipate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je049816w.xml#5#T#353.3,KFZMGEQAYNKOFK-UHFFFAOYSA-N,DHKHKXVYLBGOIT-UHFFFAOYSA-N,353.3,test_one,2-propanol,"1,1-diethoxyethane",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je300670n.xml#21#T#358.1,BTANRVKWQNVYAZ-UHFFFAOYSA-N,KFRVYYGHSPLXSZ-UHFFFAOYSA-N,358.08,train,butan-2-ol,ethyl tert-pentyl ether,0.0,0.0,0.0,0.0,0.0,,,,0.0
je300670n.xml#17#T#358.1,MSXVEPNJUHWQHW-UHFFFAOYSA-N,KFRVYYGHSPLXSZ-UHFFFAOYSA-N,358.1,train,2-methyl-2-butanol,ethyl tert-pentyl ether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je300670n.xml#14#T#358.1,LRHPLDYGYMQRHN-UHFFFAOYSA-N,KFRVYYGHSPLXSZ-UHFFFAOYSA-N,358.11,train,1-butanol,ethyl tert-pentyl ether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2010.11.026.xml#7#T#358.2,BDERNNFJNOPAEC-UHFFFAOYSA-N,LJSQFQKUNVCTIA-UHFFFAOYSA-N,358.15,test_one,1-propanol,3-thiapentane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2010.03.022.xml#0#T#358.2,RAOIDOHSFRTOEL-UHFFFAOYSA-N,NHTMVDHEPJAVLT-UHFFFAOYSA-N,358.15,test_one,tetrahydrothiophene,"2,2,4-trimethylpentane",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2010.03.022.xml#2#T#358.2,FXNDIJDIPNCZQJ-UHFFFAOYSA-N,RAOIDOHSFRTOEL-UHFFFAOYSA-N,358.15,test_one,"2,4,4-trimethyl-1-pentene",tetrahydrothiophene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je301238f.xml#21#T#363.1,FVSKHRXBFJPNKK-UHFFFAOYSA-N,KFRVYYGHSPLXSZ-UHFFFAOYSA-N,363.1,train,ethyl cyanide,"1,1-dimethylpropyl ethyl ether",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2007.05.030.xml#10#T#363.2,LYCAIKOWRPUZTN-UHFFFAOYSA-N,HXDLWJWIAHWIKI-UHFFFAOYSA-N,363.15,test_one,"1,2-ethanediol",2-hydroxyethyl acetate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2007.05.030.xml#12#T#363.2,JTXMVXSTHSMVQF-UHFFFAOYSA-N,HXDLWJWIAHWIKI-UHFFFAOYSA-N,363.15,test_one,"1,2-ethanediol, diacetate",2-hydroxyethyl acetate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2007.05.030.xml#8#T#363.2,HXDLWJWIAHWIKI-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,363.15,test_one,2-hydroxyethyl acetate,water,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2007.05.030.xml#6#T#363.2,QTBSBXVTEAMEQO-UHFFFAOYSA-N,JTXMVXSTHSMVQF-UHFFFAOYSA-N,363.15,test_one,acetic acid,"1,2-ethanediol, diacetate",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2007.05.030.xml#14#T#363.2,QTBSBXVTEAMEQO-UHFFFAOYSA-N,HXDLWJWIAHWIKI-UHFFFAOYSA-N,363.15,test_both,acetic acid,2-hydroxyethyl acetate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2007.05.030.xml#16#T#363.2,QTBSBXVTEAMEQO-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,363.15,test_one,acetic acid,"1,2-ethanediol",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2007.05.030.xml#2#T#363.2,LYCAIKOWRPUZTN-UHFFFAOYSA-N,JTXMVXSTHSMVQF-UHFFFAOYSA-N,363.15,train,"1,2-ethanediol","1,2-ethanediol, diacetate",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2007.11.002.xml#23#T#363.2,LRHPLDYGYMQRHN-UHFFFAOYSA-N,RYHBNJHYFVUHQT-UHFFFAOYSA-N,363.15,train,1-butanol,"1,4-dioxane",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2010.11.026.xml#11#T#363.2,YKYONYBAUNKHLG-UHFFFAOYSA-N,LJSQFQKUNVCTIA-UHFFFAOYSA-N,363.15,test_one,propyl ethanoate,3-thiapentane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je0499059.xml#9#T#363.2,YXFVVABEGXRONW-UHFFFAOYSA-N,RQEUFEKYXDPUSK-UHFFFAOYSA-N,363.15,train,toluene,DL-1-phenylethylamine,0.0,0.0,0.0,0.0,0.0,,,,0.0
j.fluid.2012.11.026.xml#3#T#363.2,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,OIFBSDVPJOWBCH-UHFFFAOYSA-N,363.15,train,ethanol,diethyl carbonate,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2012.11.026.xml#0#T#363.2,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,363.15,train,ethanol,water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je020130i.xml#9#T#363.2,WEVYAHXRMPXWCK-UHFFFAOYSA-N,ATHHXGZTWNVVOU-UHFFFAOYSA-N,363.15,train,acetonitrile,N-methylformamide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je020130i.xml#8#T#363.2,MVPPADPHJFYWMZ-UHFFFAOYSA-N,ATHHXGZTWNVVOU-UHFFFAOYSA-N,363.15,train,chlorobenzene,N-methylformamide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je300678r.xml#16#T#368.0,BTANRVKWQNVYAZ-UHFFFAOYSA-N,NTIZESTWPVYFNL-UHFFFAOYSA-N,367.995,train,butan-2-ol,4-methyl-2-pentanone,0.0,0.0,0.0,0.0,0.0,,,,0.0
j.fluid.2009.02.010.xml#10#T#368.2,FXNDIJDIPNCZQJ-UHFFFAOYSA-N,QENGPZGAWFQWCZ-UHFFFAOYSA-N,368.15,test_one,"2,4,4-trimethyl-1-pentene",3-methylthiophene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2010.02.030.xml#5#T#368.2,WQAQPCDUOCURKW-UHFFFAOYSA-N,NHTMVDHEPJAVLT-UHFFFAOYSA-N,368.15,train,1-butanethiol,"2,2,4-trimethylpentane",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2010.02.043.xml#6#T#368.2,NHTMVDHEPJAVLT-UHFFFAOYSA-N,WQOXQRCZOLPYPM-UHFFFAOYSA-N,368.15,train,"2,2,4-trimethylpentane","2,3-dithiabutane",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2009.02.010.xml#11#T#368.2,XDTMQSROBMDMFD-UHFFFAOYSA-N,QENGPZGAWFQWCZ-UHFFFAOYSA-N,368.15,test_one,cyclohexane,3-methylthiophene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2009.11.017.xml#3#T#368.2,CTQNGGLPUBDAKN-UHFFFAOYSA-N,RAOIDOHSFRTOEL-UHFFFAOYSA-N,368.15,test_one,"1,2-dimethylbenzene",tetrahydrothiophene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2010.02.043.xml#2#T#368.2,YXFVVABEGXRONW-UHFFFAOYSA-N,WQOXQRCZOLPYPM-UHFFFAOYSA-N,368.15,train,toluene,"2,3-dithiabutane",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2010.02.043.xml#10#T#368.2,FXNDIJDIPNCZQJ-UHFFFAOYSA-N,WQOXQRCZOLPYPM-UHFFFAOYSA-N,368.15,train,"2,4,4-trimethyl-1-pentene","2,3-dithiabutane",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2009.02.010.xml#13#T#368.2,LIKMAJRDDDTEIG-UHFFFAOYSA-N,QENGPZGAWFQWCZ-UHFFFAOYSA-N,368.15,test_one,1-hexene,3-methylthiophene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2009.02.010.xml#7#T#368.2,NHTMVDHEPJAVLT-UHFFFAOYSA-N,QENGPZGAWFQWCZ-UHFFFAOYSA-N,368.15,test_one,"2,2,4-trimethylpentane",3-methylthiophene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je050327l.xml#8#T#373.2,IQVAERDLDAZARL-MRVPVSSYSA-N,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,373.15,train,2-phenylpropionaldehyde,phenol,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2009.11.004.xml#22#T#373.2,UAEPNZWRGJTJPN-UHFFFAOYSA-N,QENGPZGAWFQWCZ-UHFFFAOYSA-N,373.15,test_both,methylcyclohexane,3-methylthiophene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je050473r.xml#10#T#373.2,NHTMVDHEPJAVLT-UHFFFAOYSA-N,JCCCMAAJYSNBPR-UHFFFAOYSA-N,373.15,train,"2,2,4-trimethylpentane","thiophene, 2-ethyl-",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je0302349.xml#9#T#373.2,ABDKAPXRBAPSQN-UHFFFAOYSA-N,YNAVUWVOSKDBBP-UHFFFAOYSA-N,373.15,test_one,o-dimethoxybenzene,morpholine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.jct.2004.11.007.xml#21#T#373.2,QQZOPKMRPOGIEB-UHFFFAOYSA-N,SECXISVLQFMRJM-UHFFFAOYSA-N,373.15,train,2-hexanone,N-methyl-2-pyrrolidone,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je400885z.xml#22#T#373.2,DKGAVHZHDRPRBM-UHFFFAOYSA-N,DKPFZGUDAPQIHT-UHFFFAOYSA-N,373.15,train,2-methyl-2-propanol,butyl acetate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je400885z.xml#15#T#373.2,XXROGKLTLUQVRX-UHFFFAOYSA-N,HZAXFHJVJLSVMW-UHFFFAOYSA-N,373.15,train,1-propen-3-ol,2-aminoethanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je050473r.xml#9#T#373.2,KWKAKUADMBZCLK-UHFFFAOYSA-N,XQQBUAPQHNYYRS-UHFFFAOYSA-N,373.15,test_one,1-octene,2-methylthiophene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je050327l.xml#11#T#373.2,XBDQKXXYIPTUBI-UHFFFAOYSA-N,FERIUCNNQQJTOY-UHFFFAOYSA-N,373.15,test_one,propanoic acid,butanoic acid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je060359o.xml#3#T#373.2,RWGFKTVRMDUZSP-UHFFFAOYSA-N,HUMNYLRZRPPJDN-UHFFFAOYSA-N,373.15,train,isopropylbenzene,benzaldehyde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
